Id,Type,Quantity,Sales,Shipping,Customer Name,Province,Region
318,Office Supplies,5,42.89,Regular Air,Doug Bickford,Northwest Territories,Northwest Territories
319,Technology,48,226.5,Regular Air,Doug Bickford,Northwest Territories,Northwest Territories
320,Technology,13,438.93,Express Air,Doug Bickford,Northwest Territories,Northwest Territories
321,Technology,31,15251.5,Delivery Truck,Carlos Daly,Northwest Territories,Northwest Territories
322,Office Supplies,13,34.42,Regular Air,Toby Braunhardt,Northwest Territories,Northwest Territories
323,Office Supplies,26,172.76,Regular Air,Toby Braunhardt,Northwest Territories,Northwest Territories
324,Technology,50,853.162,Regular Air,Toby Braunhardt,Northwest Territories,Northwest Territories
325,Office Supplies,6,35.65,Regular Air,Cari Schnelling,Northwest Territories,Northwest Territories
326,Office Supplies,49,199.86,Regular Air,Thomas Seio,Northwest Territories,Northwest Territories
327,Technology,18,1888.02,Regular Air,Thomas Seio,Northwest Territories,Northwest Territories
328,Office Supplies,27,322.69,Regular Air,Thomas Seio,Northwest Territories,Northwest Territories
329,Office Supplies,5,22.06,Regular Air,Brendan Dodson,Northwest Territories,Northwest Territories
330,Technology,19,12616.2,Regular Air,Brendan Dodson,Northwest Territories,Northwest Territories
331,Office Supplies,31,148.17,Regular Air,Charlotte Melton,Northwest Territories,Northwest Territories
332,Office Supplies,39,217.25,Regular Air,Beth Thompson,Northwest Territories,Northwest Territories
333,Furniture,28,5993.74,Delivery Truck,Beth Thompson,Northwest Territories,Northwest Territories
334,Technology,23,361.65,Express Air,Eugene Barchas,Northwest Territories,Northwest Territories
335,Office Supplies,45,1038.82,Regular Air,Michelle Lonsdale,Northwest Territories,Northwest Territories
336,Office Supplies,47,564.39,Regular Air,Michelle Lonsdale,Northwest Territories,Northwest Territories
337,Technology,6,826.9735,Regular Air,Grant Carroll,Northwest Territories,Northwest Territories
338,Technology,33,999.226,Regular Air,Beth Paige,Northwest Territories,Northwest Territories
339,Technology,24,2298.32,Regular Air,Dorothy Wardle,Northwest Territories,Northwest Territories
340,Office Supplies,24,1168.15,Express Air,Muhammed MacIntyre,Northwest Territories,Northwest Territories
341,Office Supplies,47,181.78,Regular Air,Charlotte Melton,Northwest Territories,Northwest Territories
342,Technology,46,1184.32,Regular Air,Muhammed MacIntyre,Northwest Territories,Northwest Territories
343,Technology,3,71.94,Regular Air,Claudia Miner,Northwest Territories,Northwest Territories
344,Office Supplies,10,550.61,Express Air,Claudia Miner,Northwest Territories,Northwest Territories
345,Office Supplies,18,1373.11,Regular Air,Claudia Miner,Northwest Territories,Northwest Territories
346,Office Supplies,32,368.18,Regular Air,Brendan Dodson,Northwest Territories,Northwest Territories
347,Office Supplies,16,224.47,Regular Air,Dorothy Wardle,Northwest Territories,Northwest Territories
348,Furniture,1,104.85,Regular Air,Mike Pelletier,Northwest Territories,Northwest Territories
349,Office Supplies,47,256,Regular Air,Edward Hooks,Northwest Territories,Northwest Territories
350,Furniture,20,6067.76,Delivery Truck,Edward Hooks,Northwest Territories,Northwest Territories
351,Furniture,29,2754.93,Regular Air,Jamie Kunitz,Northwest Territories,Northwest Territories
352,Office Supplies,15,19417.55,Regular Air,Jamie Kunitz,Northwest Territories,Northwest Territories
353,Furniture,40,4842.21,Delivery Truck,Julia West,Northwest Territories,Northwest Territories
354,Office Supplies,31,615.58,Regular Air,Jeremy Lonsdale,Northwest Territories,Northwest Territories
355,Furniture,41,8387.1,Regular Air,Jeremy Lonsdale,Northwest Territories,Northwest Territories
356,Furniture,6,126.02,Regular Air,Jeremy Lonsdale,Northwest Territories,Northwest Territories
357,Office Supplies,30,68.14,Regular Air,Jeremy Lonsdale,Northwest Territories,Northwest Territories
358,Technology,14,71.47,Regular Air,Cindy Schnelling,Northwest Territories,Northwest Territories
359,Technology,10,568.3355,Regular Air,Heather Kirkland,Northwest Territories,Northwest Territories
360,Technology,38,2157.3085,Regular Air,Alan Barnes,Northwest Territories,Northwest Territories
361,Furniture,26,1363,Delivery Truck,Hunter Glantz,Northwest Territories,Northwest Territories
362,Furniture,36,4698.5,Delivery Truck,Hunter Glantz,Northwest Territories,Northwest Territories
363,Office Supplies,16,347.47,Regular Air,Hunter Glantz,Northwest Territories,Northwest Territories
364,Furniture,23,1404.22,Regular Air,Julia West,Northwest Territories,Northwest Territories
365,Office Supplies,3,17.52,Regular Air,Carlos Daly,Northwest Territories,Northwest Territories
366,Furniture,36,4273.8,Delivery Truck,Barry French,Northwest Territories,Northwest Territories
367,Office Supplies,25,192.18,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
368,Office Supplies,22,483.96,Regular Air,Carl Jackson,Northwest Territories,Northwest Territories
369,Technology,10,308.363,Regular Air,Carl Jackson,Northwest Territories,Northwest Territories
370,Technology,26,1911.4035,Regular Air,Carl Jackson,Northwest Territories,Northwest Territories
371,Technology,29,862.2,Regular Air,Alan Barnes,Northwest Territories,Northwest Territories
372,Office Supplies,7,120.03,Regular Air,Charlotte Melton,Northwest Territories,Northwest Territories
373,Office Supplies,1,18.92,Regular Air,Beth Thompson,Northwest Territories,Northwest Territories
374,Office Supplies,45,237.28,Express Air,Bryan Mills,Northwest Territories,Northwest Territories
375,Office Supplies,5,324.55,Regular Air,Alan Barnes,Northwest Territories,Northwest Territories
376,Furniture,31,8901.78,Regular Air,Alan Barnes,Northwest Territories,Northwest Territories
377,Technology,15,1062.959,Express Air,Beth Paige,Northwest Territories,Northwest Territories
378,Furniture,35,7468.86,Delivery Truck,Mike Pelletier,Northwest Territories,Northwest Territories
379,Technology,12,710.328,Regular Air,Delfina Latchford,Northwest Territories,Northwest Territories
380,Office Supplies,4,3510.82,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
381,Office Supplies,19,281.84,Regular Air,Dorothy Wardle,Northwest Territories,Northwest Territories
382,Technology,25,509.52,Regular Air,Dorothy Wardle,Northwest Territories,Northwest Territories
383,Technology,10,97.02,Regular Air,Dorothy Wardle,Northwest Territories,Northwest Territories
384,Office Supplies,32,225.16,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
385,Furniture,20,205.33,Regular Air,Jamie Kunitz,Northwest Territories,Northwest Territories
386,Office Supplies,17,1368.14,Express Air,Fred Wasserman,Northwest Territories,Northwest Territories
387,Office Supplies,42,2475.83,Regular Air,Doug Bickford,Northwest Territories,Northwest Territories
388,Technology,40,2205.7585,Regular Air,Fred Wasserman,Northwest Territories,Northwest Territories
389,Office Supplies,21,524.2,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
390,Office Supplies,39,6553.45,Regular Air,Doug Bickford,Northwest Territories,Northwest Territories
391,Office Supplies,45,497.14,Regular Air,Claudia Miner,Northwest Territories,Northwest Territories
392,Office Supplies,21,917.39,Express Air,Claudia Miner,Northwest Territories,Northwest Territories
393,Office Supplies,19,110.67,Regular Air,Frank Price,Northwest Territories,Northwest Territories
394,Technology,20,1163.123,Regular Air,Frank Price,Northwest Territories,Northwest Territories
395,Office Supplies,48,224.58,Regular Air,Dorothy Wardle,Northwest Territories,Northwest Territories
396,Office Supplies,34,365.77,Regular Air,Dorothy Wardle,Northwest Territories,Northwest Territories
397,Technology,34,16073.03,Delivery Truck,Dorothy Wardle,Northwest Territories,Northwest Territories
398,Furniture,15,30.68,Regular Air,Allen Rosenblatt,Northwest Territories,Northwest Territories
399,Technology,1,54.077,Express Air,Dorothy Wardle,Northwest Territories,Northwest Territories
400,Furniture,27,899.97,Express Air,Julia West,Northwest Territories,Northwest Territories
401,Technology,40,6789.9275,Regular Air,Ralph Knight,Northwest Territories,Northwest Territories
402,Furniture,5,748.29,Delivery Truck,Michelle Lonsdale,Northwest Territories,Northwest Territories
403,Furniture,37,2522.21,Regular Air,Charlotte Melton,Northwest Territories,Northwest Territories
404,Technology,28,4181.82,Regular Air,Charlotte Melton,Northwest Territories,Northwest Territories
405,Technology,39,680.8585,Regular Air,Allen Rosenblatt,Northwest Territories,Northwest Territories
406,Technology,20,759.84,Regular Air,Neola Schneider,Northwest Territories,Northwest Territories
407,Office Supplies,19,147.39,Regular Air,Neola Schneider,Northwest Territories,Northwest Territories
408,Furniture,5,294,Regular Air,Joy Bell,Northwest Territories,Northwest Territories
409,Office Supplies,34,216.3,Regular Air,Monica Federle,Northwest Territories,Northwest Territories
410,Office Supplies,12,31.6,Regular Air,Jamie Kunitz,Northwest Territories,Northwest Territories
411,Office Supplies,43,154.18,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
412,Office Supplies,18,110.31,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
413,Office Supplies,41,137.51,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
414,Office Supplies,27,302.2,Regular Air,Charles McCrossin,Northwest Territories,Northwest Territories
415,Office Supplies,46,399.58,Regular Air,Cari Schnelling,Northwest Territories,Northwest Territories
416,Furniture,8,52.39,Regular Air,Doug Bickford,Northwest Territories,Northwest Territories
417,Office Supplies,12,61.09,Regular Air,Don Miller,Northwest Territories,Northwest Territories
418,Office Supplies,48,777.76,Regular Air,Don Miller,Northwest Territories,Northwest Territories
419,Office Supplies,4,108.87,Regular Air,Fred Wasserman,Northwest Territories,Northwest Territories
420,Technology,48,10051.52,Regular Air,Bryan Mills,Northwest Territories,Northwest Territories
421,Office Supplies,1,97.13,Regular Air,Carlos Daly,Northwest Territories,Northwest Territories
422,Office Supplies,26,1523.5,Regular Air,Joy Bell,Northwest Territories,Northwest Territories
423,Technology,5,756.15,Delivery Truck,Claudia Miner,Northwest Territories,Northwest Territories
424,Office Supplies,1,18.15,Regular Air,Claudia Miner,Northwest Territories,Northwest Territories
425,Furniture,12,1323.67,Express Air,Beth Thompson,Northwest Territories,Northwest Territories
426,Office Supplies,17,47.44,Regular Air,Allen Rosenblatt,Northwest Territories,Northwest Territories
427,Office Supplies,2,51.21,Regular Air,Beth Thompson,Northwest Territories,Northwest Territories
428,Furniture,20,2195.55,Delivery Truck,Beth Thompson,Northwest Territories,Northwest Territories
429,Office Supplies,30,3482.41,Regular Air,Susan Vittorini,Northwest Territories,Northwest Territories
430,Office Supplies,43,683.46,Regular Air,Sylvia Foulston,Northwest Territories,Northwest Territories
431,Office Supplies,50,600.22,Regular Air,Joy Bell,Northwest Territories,Northwest Territories
432,Technology,9,64.0305,Regular Air,Becky Castell,Northwest Territories,Northwest Territories
433,Technology,49,8551.544,Regular Air,Carlos Daly,Northwest Territories,Northwest Territories
434,Furniture,2,291.66,Regular Air,Cari Schnelling,Northwest Territories,Northwest Territories
435,Technology,5,503.3275,Regular Air,Jim Radford,Northwest Territories,Northwest Territories
436,Technology,1,171.71,Delivery Truck,Allen Rosenblatt,Northwest Territories,Northwest Territories
437,Office Supplies,39,1326.04,Regular Air,Dorothy Badders,Northwest Territories,Northwest Territories
438,Furniture,22,3881.89,Regular Air,Dorothy Badders,Northwest Territories,Northwest Territories
439,Office Supplies,1,17.89,Express Air,Mike Pelletier,Northwest Territories,Northwest Territories
440,Office Supplies,47,137.18,Regular Air,Mike Pelletier,Northwest Territories,Northwest Territories
441,Office Supplies,48,617.26,Regular Air,Doug Bickford,Northwest Territories,Northwest Territories
442,Furniture,45,13104.992,Delivery Truck,Doug Bickford,Northwest Territories,Northwest Territories
443,Technology,6,700.73,Delivery Truck,Susan Vittorini,Northwest Territories,Northwest Territories
444,Office Supplies,28,667.55,Regular Air,Andrew Gjertsen,Northwest Territories,Northwest Territories
445,Technology,43,701.46,Express Air,Muhammed MacIntyre,Northwest Territories,Northwest Territories
446,Office Supplies,19,53.94,Regular Air,Muhammed MacIntyre,Northwest Territories,Northwest Territories
447,Office Supplies,7,46.94,Regular Air,Muhammed MacIntyre,Northwest Territories,Northwest Territories
448,Office Supplies,20,77.99,Regular Air,Muhammed MacIntyre,Northwest Territories,Northwest Territories
449,Furniture,44,5735.79,Regular Air,Jim Radford,Northwest Territories,Northwest Territories
450,Office Supplies,47,186.93,Regular Air,Bryan Davis,Northwest Territories,Northwest Territories
451,Office Supplies,41,241.1,Regular Air,Anthony Johnson,Northwest Territories,Northwest Territories
452,Furniture,49,491.93,Regular Air,Anthony Johnson,Northwest Territories,Northwest Territories
453,Furniture,10,623.71,Delivery Truck,Doug Bickford,Northwest Territories,Northwest Territories
454,Technology,44,4263.9315,Regular Air,Carlos Daly,Northwest Territories,Northwest Territories
455,Office Supplies,10,2700.41,Delivery Truck,Don Miller,Northwest Territories,Northwest Territories
456,Office Supplies,20,1583.06,Regular Air,Don Jones,Northwest Territories,Northwest Territories
457,Office Supplies,21,756.6,Regular Air,Chad Cunningham,Northwest Territories,Northwest Territories
458,Office Supplies,17,207.19,Regular Air,Ralph Arnett,Northwest Territories,Northwest Territories
459,Office Supplies,8,88,Regular Air,Ralph Arnett,Northwest Territories,Northwest Territories
460,Furniture,31,196.74,Regular Air,Nicole Hansen,Northwest Territories,Northwest Territories
461,Technology,21,471.24,Regular Air,Fred Wasserman,Northwest Territories,Northwest Territories
462,Furniture,1,368.66,Delivery Truck,Bryan Mills,Northwest Territories,Northwest Territories
463,Office Supplies,14,2232.06,Regular Air,Ralph Arnett,Northwest Territories,Northwest Territories
464,Technology,7,387.17,Regular Air,Doug Bickford,Northwest Territories,Northwest Territories
465,Office Supplies,28,168.57,Express Air,Eugene Barchas,Northwest Territories,Northwest Territories
466,Furniture,50,413.86,Regular Air,Brad Eason,Northwest Territories,Northwest Territories
467,Office Supplies,31,178.45,Regular Air,Brad Eason,Northwest Territories,Northwest Territories
468,Technology,1,2728.65,Delivery Truck,Dorothy Wardle,Northwest Territories,Northwest Territories
469,Office Supplies,13,735.54,Regular Air,Ralph Knight,Northwest Territories,Northwest Territories
470,Technology,47,1060.0605,Regular Air,Sylvia Foulston,Northwest Territories,Northwest Territories
471,Office Supplies,39,199.39,Express Air,Neola Schneider,Northwest Territories,Northwest Territories
472,Furniture,11,2770.35,Delivery Truck,Neola Schneider,Northwest Territories,Northwest Territories
473,Office Supplies,32,1882.12,Regular Air,Grant Carroll,Northwest Territories,Northwest Territories
474,Office Supplies,44,186.94,Regular Air,Grant Carroll,Prince Edward Island,Atlantic
475,Office Supplies,12,407.2,Regular Air,Grant Carroll,Prince Edward Island,Atlantic
476,Furniture,26,208.6,Regular Air,Julia West,Prince Edward Island,Atlantic
477,Office Supplies,29,778.38,Regular Air,Muhammed MacIntyre,Prince Edward Island,Atlantic
478,Office Supplies,24,60.36,Regular Air,Susan Vittorini,Prince Edward Island,Atlantic
479,Office Supplies,36,1936.3,Regular Air,Sylvia Foulston,Prince Edward Island,Atlantic
480,Furniture,4,14.23,Regular Air,Doug Bickford,Prince Edward Island,Atlantic
481,Office Supplies,39,272.07,Regular Air,Doug Bickford,Prince Edward Island,Atlantic
482,Office Supplies,5,325.43,Express Air,Doug Bickford,Prince Edward Island,Atlantic
483,Furniture,42,843.53,Regular Air,Dorothy Badders,Prince Edward Island,Atlantic
484,Furniture,23,6641.14,Delivery Truck,Henry Goldwyn,Prince Edward Island,Atlantic
